,BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
8316,21-155690,EP Securité ferroviaire,None, Aitcheikh Laurent,,,"60, rue de La Vallée",80000,Amiens,,03-22-33-95-52,,03-22-33-95-99,laurent.aitcheikh@securite-ferroviaire.fr,http://epsf.e-marchespublics.com,http://epsf.e-marchespublics.com,,,,,False,False,,False,False
8317,21-155691,Conseil régional des Pays de la Loire,23440003400026,,Service commande publique et stratégie d'achat,FRG0,1 rue de la Loire,44966,Nantes Cedex 9,,(+33) 2-28-20-58-38,,,demandedce@paysdelaloire.fr,http://www.paysdelaloire.fr,https://marchespublics.paysdelaloire.fr,,https://marchespublics.paysdelaloire.fr,https://marchespublics.paysdelaloire.fr,https://marchespublics.paysdelaloire.fr,False,True,,False,True
8318,21-155692,Centre Hospitalier Centre Bretagne,None,,,FRH04,"Site de Noyal Pontivy Kerio Site de Noyal Pontivy, Kerio, BP 70023",56306,Pontivy,,(+33) 2-97-79-00-00,,,cellule.marche@ch-centre-bretagne.fr,https://www.ch-centre-bretagne.fr,https://achat-sante.safetender.com,,,,,False,True,,False,True
8319,21-155693,CH DE CORNOUAILLE,None,,Direction des Ressources Matérielles,FRH02,14 avenue Yves Thepot,29107,Quimper cedex,,(+33) 2-98-52-63-38,,(+33) 2-98-52-62-10,z.reis@ch-cornouaille.fr,http://www.ch-cornouaille.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
8320,21-155694,Ville de Calais,None,"Mme Maillard Johanna, Agent DCP",,,Ville de Calais Place du Soldat Inconnu CS30329,62107,Calais cédex,,03-21-46-63-29,,,marches-publics@mairie-calais.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
8321,21-155695,Région Bretagne,None,,,FRH,"283, avenue du Général Patton - CS21101",35711,Rennes cedex 7,,(+33) 2-99-27-10-10,,(+33) 2-99-27-11-11,relation.citoyens@bretagne.bzh,http://www.bretagne.bzh,https://www.megalis.bretagne.bzh,,,,,False,True,,False,True
8322,21-155697,Cons. Départ. des Hauts-de-Seine,None,Mme CHAPPRON Chrystel,,,"57, rue des longues raies",92000,Nanterre,,01-47-29-30-22,,,cchappron@hauts-de-seine.fr,http://www.hauts-de-seine.fr,,,,,,False,False,,False,False
8323,21-155699,Conservatoire du littoral,None,"Mme CAVALLIN Christine, Conservatoire du littoral",,,Corderie Royale - CS 10137,17306,Rochefort cédex,,05-46-84-72-50,,,,http://www.conservatoire-du-littoral.fr/front/process/Outils.asp?rub=16&amp;rubec=16,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=863727&orgAcronyme=d4t,,,,,False,False,,False,False
8324,21-155700,ANSES,None,,,FR10,14 rue Pierre et Marie Curie,94701,Maisons-alfort cedex,,(+33) 1-49-77-26-67,,(+33) 1-49-77-38-54,cherazade.khalfaoui@anses.fr,http://www.anses.fr,https://www.marches-publics.gouv.fr/,,,,,False,True,,False,True
8325,21-155701,CTRE HOSPITALIER UNVT GRENOBLE,None,"M. THIAW Ibrahima, CHU Grenoble Alpes",,,Cs 10217,38043,Grenoble cedex 09,,334-76-76-68-59,,334-76-76-68-50,marches@chu-grenoble.fr,http://www.chu-grenoble.fr/,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
8326,21-155703,Ville de Marseille,None,,,FRL04,Hôtel de ville - quai du port,13233,Marseille cedex 20,,,,,dgaj-dmp@marseille.fr,http://marseille.fr,http://marchespublics.mairie-marseille.fr,,https://mpe-marseille.local-trust.com/entreprise/consultation/508466?&orgAcronyme=mairie-marseille,http://Marchespublics.mairie-marseille.fr,,False,True,,False,True
8327,21-155704,CHATEAUROUX METROPOLE,None, Direction de la commande publique,,,Hôtel de Ville - Place de la République - CS 80509,36012,Châteauroux cedex,,02-54-08-33-38,,,marches-publics@chateauroux-metropole.fr,https://www.chateauroux-metropole.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
8328,21-155705,METROPOLE D AIX MARSEILLE PROVENCE,None," Service des marchés Direction de la commande publique, Service des marchés",,,58 boulevard Charles Livon,13007,Marseille,,04-91-99-99-00,,04-91-99-71-96,,https://ampmetropole.fr/,https://marchespublics.ampmetropole.fr,,,,,False,False,,False,False
8329,21-155706,PARIS MUSEES,None,"Mme RAUNET Clémence, Acheteur",,,27 Rue des Petites écuries,75010,Paris,,01-80-05-41-36,,,clemence.raunet@paris.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
8330,21-155707,GROUPE HOSPITALIER DU HAVRE,None,"M. MATON MATHIEU, Groupe Hospitalier du Havre",,,BP24,76083,Le havre cedex,,02-32-73-35-19,,02-32-73-44-18,,http://www.ch-havre.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
8331,21-155708,Centre hospitalier de Perpignan,None,"M. MAYOL Barthélemy, DIRECTEUR CHP",DIRECTION DES ACHATS CELLULE DES MARCHES PUBLICS,,"CENTRE HOSPITALIER DE PERPIGNAN - 20, AVENUE DU LANGUEDOC - B.P. 49954",66046,Perpignan cedex 09,,04-68-61-64-37,,04-68-61-64-80,serveco.marches@ch-perpignan.fr,https://www.ch-perpignan.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
8332,21-155709,DIRISI,None,,,FRL05,FORT DE BICETRE - 21 avenue Charles Gide,94270,Le kremlin bicêtre,,,,,baptiste-jean-marcel.blondaz-gerard@intradef.gouv.fr,https://www.defense.gouv.fr/,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=863733&orgAcronyme=g7h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=863733&orgAcronyme=g7h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=863733&orgAcronyme=g7h,False,True,,False,True
8333,21-155711,Ville de Bruges,None,"Mme TERRAZA Brigitte, Maire de la ville de Bruges, Présidente du CCAS",,,"87, Avenue Charles de Gaulle",33520,BRUGES CEDEX,,,,,e-accueil@mairie-bruges.fr,http://www.mairie-bruges.fr/,https://marchespublics.bordeaux-metropole.fr,,,,,False,False,,False,False
8334,21-155714,COMMUNE DE TOULON,21830137200015,,,FRL05,"Avenue de la République, Cs 71407",83056,Toulon,,(+33) 4-94-36-32-40,,,correspondre@aws-france.com,https://www.toulon.fr/,https://www.marches-publics.info/,,https://www.marches-publics.info/,https://www.marches-publics.info/,,False,True,,False,True
8335,21-155715,COMMUNE DE GONESSE,None," BLAZY Jean-Pierre, Maire",,,66 RUE DE PARIS BP 10060,95503,GONESSE,,,,,marches-publics@mairie-gonesse.fr,http://ville-gonesse.fr,http://agysoft.marches-publics.info,,,,,False,False,,False,False
8336,21-155716,CD 44,None," MENARD Michel, Président du Conseil Départemental",,,3 quai Ceineray BP 94109,44041,NANTES,,,,,contactmarchespublics@loire-atlantique.fr,https://www.loire-atlantique.fr,http://marches.loire-atlantique.fr,,,,,False,False,,False,False
8337,21-155717,Mairie de Soyaux,None, Monsieur le Maire,,,"235 avenue du Général de Gaulle, CS 92515",16025,ANGOULEME CEDEX,,05-45-97-83-50,,,mairie@mairie-soyaux.fr,http://soyaux.fr/,,,,,,False,False,,False,False
8338,21-155720,GIP UNESS.fr,None,Béatrice BOURY,,,"Site Flers Château - Bâtiment INSPE365 bis, rue Jules Guesde",59650,Villeneuve d'Ascq,,06-75-40-46-62,,,beatrice.boury@uness.fr,http://www.uness.fr,http://www.synapse-entreprises.com,,,,,False,False,,False,False
8339,21-155721,Ville de Vannes,None, Monsieur le Maire,,,"7, rue Joseph Le Brix BP 509",56019,VANNES Cedex,,,,,correspondre@aws-france.com,http://www.mairie-vannes.fr/,https://marches.e-megalisbretagne.org,,,,,False,False,,False,False
8340,21-155722,ISAE-SUPAERO,13000427800011,,,FRJ23,10 avenue Edouard Belin,31055,Toulouse,,,,,correspondre@aws-france.com,https://www.isae-supaero.fr/,https://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,False,True,,False,True
8341,21-155723,CNRS Délégation Paris-Villejuif,None,"M. PORRAS Chloé, CNRS Délégation Ile-de-France Villejuif",,,7 rue Guy Moquet,94800,Villejuif,,01-49-58-34-34,,,poleachatsifsem@cnrs.fr,http://www.dr1.cnrs.fr/,https://www.marches-publics.gouv.fr/,,,,,False,False,,False,False
8342,21-155724,COM D AGL MONTARGOISE ET RIVES LOING,None," BILLAULT Jean-Paul, Président",,,"1 rue du Fbg de la Chaussée, CS 10317",45125,MONTARGIS,,02-38-95-02-02,,02-38-95-02-29,marchespublics@agglo-montargoise.fr,http://www.agglo-montargoise.fr,http://www.marches-publics.info,,,,,False,False,,False,False
8343,21-155725,Dijon Métropole,24210041000123,,,FRC11,"40 Avenue du Drapeau , Cs 17510",21075,Dijon,,,,,correspondre@aws-france.com,https://www.metropole-dijon.fr,http://www.marches-publics.info/,,http://www.marches-publics.info/,http://www.marches-publics.info/,,False,True,,False,True
8344,21-155726,COMMUNE DE LIMOGES,21870850100018,,,FRI23,9 place Léon Betoulle,87031,Limoges Cedex 1,,(+33) 5-55-45-93-85,,(+33) 5-55-45-93-35,correspondre@aws-france.com,http://www.ville-limoges.fr/,http://marchespublics.limoges.fr,,,,,False,True,,False,True
8345,21-155727,SPL ARAC OCCITANIE,53396945700035,,,FRJ23,"Mandataire agissant au nom et pour le compte de la région Occitanie, représentée par la Présidente de la Région Occitanie Pyrénées Méditerranée, Madame Carole Delga, 55 Avenue Louis Bréguet - Cs 24020",31028,Toulouse,,,,,contact@arac-occitanie.fr,http://www.arac-occitanie.fr,http://marches-publics.info,,,,,False,True,,False,True
8346,21-155728,SCE DEPARTEMENTAL INCENDIE ET SECOURS,None,"Mme MALHERBE Hermeline, Présidente du Conseil d'administration du SDIS 66",,,1 rue du Lieutenant Gourbault BP 19935,66962,PERPIGNAN,,04-68-63-78-63,,,nathalie.gubert@sdis66.fr,http://www.sdis66.fr/,http://agysoft.marches-publics.info,,,,,False,False,,False,False
8347,21-155729,COMMUNE DE TOULON,21830137200015,,,FRL05,"Avenue de la République, Cs 71407",83056,Toulon,,(+33) 4-94-36-32-40,,,correspondre@aws-france.com,https://www.toulon.fr/,https://www.marches-publics.info/,,,,,False,True,,False,True
8348,21-155731,EPIC Méribel Tourisme,None, Acheteur,,,"27, place Maurice FRONT BP 1",73550,LES ALLUES,,04-79-08-69-89,,,,http://www.meribel.net,,,,,,False,False,,False,False
8349,21-155732,Conseil Général de la Loire,None, le Président,,,"Hôtel du département, 2 rue Charles de Gaulle",42022,Saint-Etienne,,,,,retraitmarche@cg42.fr,http://www.loire.fr,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
8350,21-155733,ETS PUBLIC FONCIER NORD PAS DE CALAIS,None, Monsieur le directeur par interim,,,594 avenue Willy Brandt,59777,EURALILLE,,03-28-07-25-00,,,marches-publics@epf-npdc.fr,http://www.epf-npdc.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
8351,21-155734,CHU de Nantes,None,,,FRG01,5 allée de l'île gloriette,44093,Nantes cedex,,(+33) 2-40-84-68-87,,,bureau.desmarches@chu-nantes.fr,http://www.chu-nantes.fr,https://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/,https://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=862285&orgAcronyme=x7c,,False,True,,False,True
8352,21-155735,Département de Lot-et-Garonne,None,"Mme ESCOLIER Aude, Département de Lot et Garonne",,,Hôtel du Département,47922,Agen cedex 9,,,,,,http://www.lotetgaronne.fr,https://demat-ampa.fr,,,,,False,False,,False,False
8353,21-155736,GROUPE HOSPITALIER DU HAVRE,None,"M. MATON MATHIEU, Groupe Hospitalier du Havre",,,BP24,76083,Le havre cedex,,02-32-73-35-19,,02-32-73-44-18,cellule.marchespublics@ch-havre.fr,http://www.ch-havre.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
8354,21-155737,SMAVD,None,,,FRL04,190 Rue Frédéric Mistral,13370,Mallemort,,(+33) 4-90-59-48-58,,(+33) 4-90-59-42-00,marchespublics@smavd.org,http://www.smavd.org/,https://smavd.e-marchespublics.com,,,,,False,True,,False,True
8355,21-155739,Cté de Cnes FerCher - Pays Florentais,None,"M. CHABANCE Fabrice, Président",,,place de la République,18400,SAINT-FLORENT-SUR-CHER,,02-48-23-22-08,,,paysflorentais@cc-fercher.fr,,http://www.klekoon.com,,,,,False,False,,False,False
8356,21-155740,Commune de Saint-Pierre d'Oléron,None,Mme GUILLOUAIS Anne-Laure,,,26 rue DE LA REPUBLIQUE,17310,Saint-pierre d'oléron,,05-46-75-28-65,,,finances@saintpierreoleron.com,https://www.saintpierreoleron.com/,https://demat-ampa.fr,,,,,False,False,,False,False
8357,21-155742,RES LOGEMT FONCTIONN SOC ANONY HLM,None,,,FR101,9 rue Sextius Michel,75739,Paris cedex 15,,,,,diana.belair@rlf.fr,https://www.rlf-residences.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_uSoSGGZALH,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_uSoSGGZALH,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_uSoSGGZALH,False,True,,False,True
8358,21-155743,Mairie de CondÉ-northen,None, Commune de Condé-Northen,,,9 rue des Deux Nied,57220,CONDÉ-NORTHEN,,03-87-79-22-03,,,mairie.condenorthen@neuf.fr,,https://marchespublics-matec57.fr/,,,,,False,False,,False,False
8359,21-155744,CC PAYS DE L'ARBRESLE,None,,,FRK26,117 RUE PIERRE PASSEMARD,69210,L'ARBRESLE,,(+33) 4-74-01-68-90,,(+33) 4-74-01-52-16,ccpa@paysdelarbresle.fr,http://www.paysdelarbresle.fr,https://www.marches-securises.fr/,http://www.paysdelarbresle.fr,https://www.marches-securises.fr/,https://www.marches-securises.fr/,,False,True,,False,True
8360,21-155745,CC Monts du Lyonnais,20006658700011,,Service Commande Publique,FRK26,790 Allée de Pluvy,69590,POMEYS,,(+33) 4-78-19-08-55,,,achats-publics@cc-mdl.fr,https://cc-montsdulyonnais.fr/,http://cc-montsdulyonnais.sudest-marchespublics.com,,http://cc-montsdulyonnais.sudest-marchespublics.com,http://cc-montsdulyonnais.sudest-marchespublics.com,,False,True,,False,True
8361,21-155746,UNIVERSITÉ GRENOBLE ALPES,None,,,FRK24,"34, rue Gustave Eiffel, F",38028,Grenoble,,(+33) 4-76-70-97-97,,,f.aigouy@elegia-groupe.fr,http://Elegia.achatpublic.com,,,,,,False,True,,False,True
8362,21-155747,Ville de Pavilly,None,,,FRD22,Place du Général de Gaulle,76570,Pavilly,,(+33) 2-32-94-52-82,,(+33) 2-32-94-52-10,marchespublics@pavilly.fr,http://www.pavilly.fr/,http://pavilly.e-marchespublics.com,,https://pavilly.e-marchespublics.com/,https://www.pavilly.fr/ma-commune/marches-publics/,,False,True,,False,True
8363,21-155748,COMMUNE DE LES ESSARTS LE ROI,21780220600060,,,FR103,"18, rue du 11 novembre 1918",78690,Les Essarts-le-Roi,,(+33) 1-30-46-48-84,,,mairie@essarts-le-roi.org,https://www.marches-publics.info/,https://www.marches-publics.info/,,https://www.marches-publics.info/,https://www.marches-publics.info/,,True,False,,False,True
8364,21-155749,COM DE COMMUNES PLAINES MONTS FRANCE,20003309000016,,,FR102,6 rue du Général De Gaulle,77230,Dammartin-en-Goële,,,,,marchespublics@cc-pmf.fr,http://www.cc-pmf.fr,https://agysoft.marches-publics.info,,https://agysoft.marches-publics.info,https://agysoft.marches-publics.info,,False,True,,False,True
8365,21-155750,COMMUNE DE JALIGNY SUR BESBRE,None,"Mme DEBORBE Annie, Maire",,,6 Rue de la Couzenotte,03220,JALIGNY-SUR-BESBRE,,04-70-34-70-34,,,mairie-jaligny-sur-besbre@wanadoo.fr,,http://www.marches-publics.allier.fr,,,,,False,False,,False,False
8366,21-155751,Ville de Courbevoie,None, le Maire,,,"Hôtel de Ville, 1 rue Albert Simonin, Service Commande Publique",92401,Courbevoie,,01-71-05-71-92,,01-71-05-73-40,marchespublics@ville-courbevoie.fr,http://www.ville-courbevoie.fr,http://www.ville-courbevoie.fr,,,,,False,False,,False,False
8367,21-155752,CA DU SAINT QUENTINOIS,None,"Mme MACAREZ Frédérique, Présidente",,,58 boulevard Victor Hugo BP 80352,02108,Saint-Quentin,,,,,correspondre@aws-france.com,http://www.agglo-saintquentinois.fr/,https://agysoft.marches-pblics.info,,,,,False,False,,False,False
8368,21-155753,MAIRIE DE LUNEL-VIEL,None," FENOY FABRICE, MAIRE",,,121 avenue du parc,34400,Lunel Viel,,04-67-83-46-90,,,correspondre@aws-france.com,http://www.ville-lunelviel.fr/,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
8369,21-155754,COLLECTIVITE TERRITORIALE DE GUYANE,20005267800014,,,FRY3,"Hôtel de la Collectivité Territoriale de Guyane, Carrefour de Suzini, Cs 47025",97307,Cayenne,,(+33) 5-94-30-06-00,,(+33) 5-94-31-95-22,correspondre@aws-france.com,https://www.ctguyane.fr/,http://agysoft.marches-publics.info/,,,,,False,True,,False,True
8370,21-155755,SYNDICAT MIXTE SICTOM REG DE MORESTEL,25380117900032,,,FRK24,784 Chemin de la Déchèterie,38510,Arandon-Passins,,(+33) 4-74-80-10-14,,,isabelle.girerdmartin@sictom-morestel.com,http://www.sictom-morestel.com,https://ledauphine.marchespublics-eurolegales.com,,https://ledauphine.marchespublics-eurolegales.com,https://ledauphine.marchespublics-eurolegales.com,,False,True,,False,True
8371,21-155756,LYCEE POLYVALENT BEAUPRE,None,,,FRE1,AVENUE DE BEAUPRE,59481,HAUBOURDIN CEDEX,,(+33) 3-20-07-22-55,,,suzy.decamps@ac-lille.fr,http://lycee-beaupre.fr,,,https://www.e-marchespublics.com/,https://www.e-marchespublics.com/,,False,True,,False,True
8372,21-155757,Synd. intercom. Vallée de La Brèche,None,"M. BOUCHER Alain, Président",,,105 rue Louis Blanc,60160,Montataire,,03-44-66-30-46,,,marches@nogentsuroise.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
8373,21-155758,Ville de Neuilly-sur-Seine,None,Mme KASHEMA-ROQUES Emmanuelle,Direction des Marchés Publics,,96 avenue Achille Peretti 96 avenue Achille Peretti,92522,Neuilly-sur-seine,,01-40-88-88-78,,01-40-88-87-92,,http://www.neuillysurseine.fr,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&selectedorg=b4a,,,,,False,False,,False,False
8374,21-155759,Agence d'Ingénierie de l'Orne,None,M. GATIEN Jean-Luc,,,27 Boulevard de Strasbourg CS30528,61017,Alencon cedex,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
8375,21-155760,Comité Martiniquais du Tourisme,None, CONRAD Robert Jean,,,Tour Lumina - Pointe Simon - BP 7124,97276,Fort de France Cedex,,05-96-61-61-77,,,rconrad@martiniquetourisme.com,http://www.martinique.org,https://martiniquetourisme.e-marchespublics.com,,,,,False,False,,False,False
8376,21-155761,Clermont Auvergne Métropole,None,,Monsieur le Président,FRK14,64-66 Avenue de l'Union Soviétique 1,63007,CLERMONT-FERRAND,,(+33) 4-73-98-34-00,,(+33) 4-73-98-36-25,service-commande-publique@clermontmetropole.eu,http://clermontmetropole.eu,https://www.marches-securises.fr,,,,,False,True,,False,True
8377,21-155763,COLLECTIVITE TERRITORIALE DE GUYANE,None," SERVILLE Gabriel, Président",,,"Hôtel de la Collectivité Territoriale de Guyane, Carrefour de Suzini, CS 47025",97307,CAYENNE,,05-94-30-06-00,,05-94-31-95-22,correspondre@aws-france.com,https://www.ctguyane.fr/,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
8378,21-155764,APHM,26130008100484,,,FRL04,80 rue Brochier,13292,Marseille,,,,,correspondance@aws-france.com,http://fr.ap-hm.fr/,http://marchespublics.ght13.fr/,,http://marchespublics.ght13.fr/,http://marchespublics.ght13.fr/,,False,True,,False,True
8379,21-155765,Centre Hospitalier de Montauban,26820007800015,,,FRJ28,"100, rue Léon Cladel",82013,Montauban,,(+33) 5-63-92-89-60,,(+33) 5-63-92-80-50,correspondre@aws-france.com,http://www.ch-montauban.fr,http://agysoft.marches-publics.info/,,http://agysoft.marches-publics.info/,http://agysoft.marches-publics.info/,,False,True,,False,True
8380,21-155766,CC COEUR AVESNOIS,None,,,FR,43 rue Cambrésienne,59440,Avesnes sur helpe,,(+33) 3-27-56-11-80,,,marchespublics@coeur-avesnois.fr,https://marchespublics596280.fr,,,https://marchespublics596280.fr,https://marchespublics596280.fr,,False,True,,False,True
8381,21-155768,COLLECTIVITE TERRITORIALE DE GUYANE,None," SERVILLE Gabriel, Président",,,"Hôtel de la Collectivité Territoriale de Guyane, Carrefour de Suzini, CS 47025",97307,CAYENNE,,05-94-30-06-00,,05-94-31-95-22,correspondre@aws-france.com,https://www.ctguyane.fr/,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
8382,21-155769,Ecole National Sup. d'Arts et Métiers,None,"M. Latchia Edwin, Ecole Nationale Supérieure d'Arts et Métiers",,,151 boulevard de l'hôpital,75013,Paris,,01-44-24-62-76,,,,http://www.ensam.eu/,,,,,,False,False,,False,False
8383,21-155770,CANGT,None," Monsieur Le Président, Jean BARDAIL",,,"2, Lot Vallée de Roujol",97131,PETIT-CANAL,GP,(+33) 5-90-48-77-80,,(+33) 5-90-48-77-99,marches@cangt-guadeloupe.fr,https://www.cangt.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
8384,21-155771,CC COEUR AVESNOIS,None,PIERCHON Sébastien,,,43 rue Cambrésienne,59440,Avesnes sur helpe,,03-27-56-11-80,,,marchespublics@coeur-avesnois.fr,https://marchespublics596280.fr,,,,,,False,False,,False,False
8385,21-155772,Cté d'Agglo du centre de la Martinique,None,"M. CLEMENTE Luc, Président de la CACEM",,,Immeuble Cascades III - Place François Mitterrand,97204,Fort de france cedex martinique,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
8386,21-155773,Cté d'Agglo du centre de la Martinique,None,"M. CLEMENTE Luc, Président de la CACEM",,,Immeuble Cascades III - Place François Mitterrand,97204,Fort de france cedex martinique,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
8387,21-155776,Ville du Lavandou,None," BERNARDI GIL, MAIRE",,,Place Ernest Reyer,83980,LE LAVANDOU,,04-94-05-15-70,,04-94-64-92-50,correspondre@aws-france.com,https://le-lavandou.fr/,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
8388,21-155777,CMA DE REGION NOUVELLE-AQUITAINE,None,,,FRI,46 rue du Général de Larminat,33000,Bordeaux,,,,,marches@artisanat-nouvelle-aquitaine.fr,https://www.artisanat-nouvelle-aquitaine.fr/,https://www.marches-publics.gouv.fr/,,https://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=863743&orgAcronyme=a4n,https://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=863743&orgAcronyme=a4n,,False,True,,False,True
8389,21-155780,DEPARTEMENT DE L ISERE,None, le Président,,,7 rue Fantin Latour,38022,Grenoble,,04-76-00-38-38,,04-76-00-38-35,marches-publics@isere.fr,https://www.isere.fr/,https://www.marches-publics.info,,,,,False,False,,False,False
8390,21-155786,COMMUNE DE ROMAGNAT,None,Cécile PETARD,,,Château de Bezance,63540,Romagnat,,,,,achat.public@ville-romagnat.fr,,,,,,,False,False,,False,False
8391,21-155789,Conseil départemental de la Meuse,None,,Direction du Patrimoine Bâti - Service Gestion Administrative et Financière,FRF32,,55012,BAR LE DUC,,(+33) 3-29-45-77-25,,,sgaf@meuse.fr,https://profilacheteur.meuse.fr,https://profilacheteur.meuse.fr,,,,,False,True,,False,True
8392,21-155794,Cté d'agglomération baie de Somme,20007099300015,,,FR,Place de la gare - Garopole,80100,Abbeville,,(+33) 3-22-20-41-07,,,celine.lebel@ca-baiedesomme.fr,http://www.baiedesommeagglo.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
8393,21-155795,Ville de Gosier,None," CORNET Cédric, Maire",,,"67, Boulevard du Général de Gaulle",97190,Le Gosier,,,,,dcpa@villedugosier.fr,http://www.villedugosier.fr,http://www.marches-publics.info/accueil.htm,,,,,False,False,,False,False
8394,21-155798,France Éducation international,None,,,FR,1 av Léon Journault,92318,Sèvres Cedex,,,,,marches@france-education-internatonal.fr,http://www.france-education-international.fr,http://www.marches-publics.gouv.fr,,,http://www.marches-publics.gouv.fr,,False,True,,False,True
8395,21-155799,Ville de Lorient,None,Monsieur le Maire,,,2 bld Leclerc - CS 30010,56315,Lorient cedex,,02-09-72-22-64,,,achats@mairie-lorient.fr,http://www.lorient.bzh,https://marches.megalis.bretagne.bzh,,,,,False,False,,False,False
8396,21-155806,Commune de Le Crès,None,Commune de Le Crès,,,Place Julien Quet,34920,Le Crès,,,,,,,,,,,,False,False,,False,False
8397,21-155807,Ville de Besançon,None,"Mme VIGNOT Anne, Maire",,,2 rue Mégevand,25034,Besançon,,,,,besancon@besancon.fr,http://www.besancon.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
8398,21-155808,O.P.D.H.L.M. des Landes,None,Maryline Perronne,,,953 Avenue du Colonel RozanoffBP 341,40011,Mont De Marsan Cedex,,05-58-05-31-31,,,,,,,,,,False,False,,False,False
8399,21-155809,I.F.C.E.,None,,,FR,Terrefort - BP 207,49411,Saumur,,,,,achats@ifce.fr,http://www.ifce,,,,,,False,True,,False,True
8400,21-155810,SAEML OBERNAI HABITAT,None,Gérard BENTZ,,,34 RUE DU MARECHAL KOENIG,67210,Obernai,,03-88-95-56-76,,,,,,,,,,False,False,,False,False
8401,21-155811,Ville de Montrouge,None,"M. LENGEREAU Etienne, MAIRE",,,43 Avenue de la République,92121,Montrouge cedex,,01-46-12-73-80,,,marches@ville-montrouge.fr,,http://www.montrouge.achatpublic.com,,,,,False,False,,False,False
8402,21-155817,Amiens Métropole - Musées,None,Karine Gauthier-Van Sante,,,Place de l'hôtel de Ville,80027,Amiens,,,80000,,,http://amiens.fr/marchespublics,,,,,,False,False,,False,False
8403,21-155823,Commune de Saint Jean de Monts,None,Madame le Maire,,,"18. rue de la Plage, BP 706",85167,SAINT-JEAN-DE-MONTS Cedex,,(+33)2-51-59-97-00,,(+33)2-51-58-20-87,mairie@mairie-saintjeandemonts.fr,,,,,,,False,False,,False,False
